BLOCK,TIMESTAMP,TX_HASH,SOURCE,PARAMETER,ILK,FROM_VALUE,TO_VALUE,SOURCE_TYPE
13680981,2021-11-25 2:51:28,0x36df315f23c9a3f03f5531a8d808c6abd722568a897c139ccc6b266ed1fb0594,0x315ba6fbd305fcc41d0febe6698c4144c903c24a,VAT.ilks.line,ETH-B,172945367.8,173454218.8,DssAutoLine
13683027,2021-11-25 10:51:28,0x7da3660236aa56eeaedd427c18f62cbf3154094a357b4ce9e413d625745a0573,0x315ba6fbd305fcc41d0febe6698c4144c903c24a,VAT.ilks.line,ETH-B,173454218.8,174210543.6,DssAutoLine
13685161,2021-11-25 18:51:52,0x757edcbfebe0ccf90940e8b6e0f42971989943242124bfb5ea4966eb5c077ba2,0x315ba6fbd305fcc41d0febe6698c4144c903c24a,VAT.ilks.line,ETH-B,174210543.6,172297987.3,DssAutoLine
13687239,2021-11-26 2:51:51,0x8bf027c0a5105bead112b8395006311c879848ce3cbea8941fbbc231cc7be1e8,0x315ba6fbd305fcc41d0febe6698c4144c903c24a,VAT.ilks.line,ETH-B,172297987.3,171569360.7,DssAutoLine
13689287,2021-11-26 10:51:35,0xaf3d7a853808b05f44f522ec6ae8c399ef5027cc7987a05897e57d6da1bc9422,0x315ba6fbd305fcc41d0febe6698c4144c903c24a,VAT.ilks.line,ETH-B,171569360.7,169553035.4,DssAutoLine
13691470,2021-11-26 18:51:58,0x378dbfc9c76bdc789524285143ff6ad54880ca9c100f1d65c34158e60028e51f,0x315ba6fbd305fcc41d0febe6698c4144c903c24a,VAT.ilks.line,ETH-B,169553035.4,167114977,DssAutoLine
13695678,2021-11-27 10:52:16,0xe84318d135172812095139c7833f0688f4038ba86ff3ced1f4eeca34b0f6498d,0x315ba6fbd305fcc41d0febe6698c4144c903c24a,VAT.ilks.line,ETH-B,167114977,166878600.7,DssAutoLine
13697757,2021-11-27 18:51:40,0xb28eead22fbfc4afb11ef60f95b0d9b400b6f2f375870d49c75ced841502f129,0x315ba6fbd305fcc41d0febe6698c4144c903c24a,VAT.ilks.line,ETH-B,166878600.7,166546139.7,DssAutoLine
13699820,2021-11-28 2:51:52,0xcee1f089b0838262a7d9f81997ef7b047656048abd0f49388a852a19d3c14852,0x315ba6fbd305fcc41d0febe6698c4144c903c24a,VAT.ilks.line,ETH-B,166546139.7,163049936.8,DssAutoLine
13701987,2021-11-28 10:51:57,0x1b02e49dec670cbbda3966335b912316797dd8c1eabe206e59a6d46a1325f9fa,0x315ba6fbd305fcc41d0febe6698c4144c903c24a,VAT.ilks.line,ETH-B,163049936.8,163121886.9,DssAutoLine
13704057,2021-11-28 18:51:36,0xfd327327b3b1917cce57cc8f29d4ba50d2256bbfdb83bdb6a1d59a9e5c5f308d,0x315ba6fbd305fcc41d0febe6698c4144c903c24a,VAT.ilks.line,ETH-B,163121886.9,163130266.1,DssAutoLine
13706127,2021-11-29 2:51:44,0xf16075c25c08158720578813680614cc711b9d597f2262b18ce544b76dfda1c0,0x315ba6fbd305fcc41d0febe6698c4144c903c24a,VAT.ilks.line,ETH-B,163130266.1,161790063,DssAutoLine
13708179,2021-11-29 10:51:37,0x8a33fc1d7917bf8931f23c23bd77e4a55970fa62c05ffadc9d7417d7405a4c3e,0x315ba6fbd305fcc41d0febe6698c4144c903c24a,VAT.ilks.line,ETH-B,161790063,161684669.2,DssAutoLine
13710246,2021-11-29 18:51:46,0x60a2ed8de7939d9be8abf182c88c23522ce96bea85a056ff6fb19edf4f1ebae7,0x315ba6fbd305fcc41d0febe6698c4144c903c24a,VAT.ilks.line,ETH-B,161684669.2,162191555.4,DssAutoLine
13712335,2021-11-30 2:51:31,0x12553a727fc5afa5b65cb11b7d6f1854e9e5599fad3c8ef388eff1631704bafa,0x315ba6fbd305fcc41d0febe6698c4144c903c24a,VAT.ilks.line,ETH-B,162191555.4,162325076.8,DssAutoLine
13714348,2021-11-30 10:52:46,0x3ad9734b03b63a6814d06df9d970ce5987588d97d5b478fc8f66fda8ceacedd5,0x315ba6fbd305fcc41d0febe6698c4144c903c24a,VAT.ilks.line,ETH-B,162325076.8,158321406.5,DssAutoLine
13716466,2021-11-30 18:52:33,0xdf948d6f6ce80aa046c29a480c20fce29a4af5c5e6c2bdb71dec2c2fbf53a8ed,0x315ba6fbd305fcc41d0febe6698c4144c903c24a,VAT.ilks.line,ETH-B,158321406.5,156654978.5,DssAutoLine
13718568,2021-12-01 2:51:45,0x0e65406f9e7a39a27797fb921501d6eb534c4d16aeaf2f5fb494026175f6fb61,0x315ba6fbd305fcc41d0febe6698c4144c903c24a,VAT.ilks.line,ETH-B,156654978.5,156751915.2,DssAutoLine
13720631,2021-12-01 10:51:35,0x6339c49f95f93e8367c65de048d8e5403e78a912f6ab75105616b68ca6f2dbb5,0x315ba6fbd305fcc41d0febe6698c4144c903c24a,VAT.ilks.line,ETH-B,156751915.2,161508575.5,DssAutoLine
13722720,2021-12-01 18:51:53,0x7370342bcf9f69f3e9687201a12354803d341b642a5d9a0d935101fc009c56e0,0x315ba6fbd305fcc41d0febe6698c4144c903c24a,VAT.ilks.line,ETH-B,161508575.5,160342321.9,DssAutoLine
13723400,2021-12-01 21:22:07,0xd774017205ec9402cd484fe4a98041b706c7fa47585b726edcc6c1ccaf3f8d6c,0x3caca7b48d0573d793d3b0279b5f0029180e83b6,VAT.ilks.line,ETH-B,160342321.9,167139921,DssAutoLine
13724861,2021-12-02 2:51:43,0x732d4dfb6f6935af6d14cd1655aabe0cfd1e15b96448775cac5d23317a6147b3,0x315ba6fbd305fcc41d0febe6698c4144c903c24a,VAT.ilks.line,ETH-B,167139921,166920644.7,DssAutoLine
13725002,2021-12-02 3:25:17,0xa225991ed988deea08a2b087134e92d1d6892f1cd246a8758a94cb3635ee15fb,0x3caca7b48d0573d793d3b0279b5f0029180e83b6,VAT.ilks.line,ETH-B,166920644.7,169126449.3,DssAutoLine
13728377,2021-12-02 16:26:22,0xe2f3749cb7f4171d2bdaa86cdb74de281b6c6d536ee1460e4e774db70de23468,0xc7bdd1f2b16447dcf3de045c4a039a60ec2f0ba3,VAT.ilks.line,ETH-B,169126449.3,171694634.7,DssAutoLine
13730776,2021-12-03 1:45:01,0x8510ef2a1b4e2b8ba11cf23d04dc40697ebad80dac9f1407248458e3957978e7,0xc7bdd1f2b16447dcf3de045c4a039a60ec2f0ba3,VAT.ilks.line,ETH-B,171694634.7,173934936.8,DssAutoLine
13735571,2021-12-03 20:05:38,0x9b304fe3777ad6ab9bbe122797ee2630da6da70ca5ca2b9c8d40ce4fffa17fad,0x3caca7b48d0573d793d3b0279b5f0029180e83b6,VAT.ilks.line,ETH-B,173934936.8,169693657.1,DssAutoLine
13738127,2021-12-04 5:52:57,0xfe61218ef02a45debc73d5176cf741d12daf5ece4ad4f70e4118d9f4978bcfcb,0xc7bdd1f2b16447dcf3de045c4a039a60ec2f0ba3,VAT.ilks.line,ETH-B,169693657.1,164595269.4,DssAutoLine
13738192,2021-12-04 6:09:31,0xbc68ebe316e845e1c4f1e11716b3d82cdcf916660dea6d15198cac1a945bacb7,0xc7bdd1f2b16447dcf3de045c4a039a60ec2f0ba3,VAT.ilks.line,ETH-B,164595269.4,160145695.6,DssAutoLine
13738289,2021-12-04 6:32:26,0x9e13e98a8a6dbc5987b1fbf8e060b8e002d82d2a1b4ce5fbbda4941bc02986a0,0xc7bdd1f2b16447dcf3de045c4a039a60ec2f0ba3,VAT.ilks.line,ETH-B,160145695.6,156097633.8,DssAutoLine
13738334,2021-12-04 6:42:32,0x7c48ab822ba07909fc7a8d536e450938abcb2caea66934fa67281e63802f4cb0,0xc7bdd1f2b16447dcf3de045c4a039a60ec2f0ba3,VAT.ilks.line,ETH-B,156097633.8,151871228.2,DssAutoLine
13738368,2021-12-04 6:51:39,0x0297d5761d71dd2805fe2813906a18a1d083696c72bac2401d43f0424a38bb6c,0xc7bdd1f2b16447dcf3de045c4a039a60ec2f0ba3,VAT.ilks.line,ETH-B,151871228.2,154893151,DssAutoLine
13738531,2021-12-04 7:34:02,0xb6dbef3f55c7af4b5cd2970fa8fd8ab96ceb1c502735c45561f0053333d35c5d,0xc7bdd1f2b16447dcf3de045c4a039a60ec2f0ba3,VAT.ilks.line,ETH-B,154893151,150641504.2,DssAutoLine
13739900,2021-12-04 12:52:21,0x8785d409b4480b241f585293f4c513d16aa2121b2185191b4aaa5aa74a349094,0xc7bdd1f2b16447dcf3de045c4a039a60ec2f0ba3,VAT.ilks.line,ETH-B,150641504.2,153307214.9,DssAutoLine
13741454,2021-12-04 18:53:10,0xa460b1105912c587403ea20ab860cd342e913083888077c03cca7eee0e4780d5,0xc7bdd1f2b16447dcf3de045c4a039a60ec2f0ba3,VAT.ilks.line,ETH-B,153307214.9,155784884.3,DssAutoLine
13743024,2021-12-05 0:54:00,0xca46e1b716d864f11f03e123a35ac0b5fb42f5e8b32ad22017e435010a3fc126,0xc7bdd1f2b16447dcf3de045c4a039a60ec2f0ba3,VAT.ilks.line,ETH-B,155784884.3,158167090.9,DssAutoLine
13747195,2021-12-05 16:52:04,0xc20f4e818f79224fd942018e547336cb8bae82883937499973ce37eb2494f833,0xc7bdd1f2b16447dcf3de045c4a039a60ec2f0ba3,VAT.ilks.line,ETH-B,158167090.9,160608216.9,DssAutoLine
13748725,2021-12-05 22:53:30,0xe90b5133c5297ce3978754734a9acbf9a91f80dfc6f6bb4624d0dea8124e2ce6,0xc7bdd1f2b16447dcf3de045c4a039a60ec2f0ba3,VAT.ilks.line,ETH-B,160608216.9,162763652.5,DssAutoLine
13751222,2021-12-06 8:26:01,0xb0c14d37dd699a8fe30eea9eaa155bd9f5d6cc276fc661e4e3716a0d202d108c,0xc7bdd1f2b16447dcf3de045c4a039a60ec2f0ba3,VAT.ilks.line,ETH-B,162763652.5,158642762.3,DssAutoLine
13751760,2021-12-06 10:30:34,0x66be00fe2cfdfe94f04a1356a59f601344c1d2c7acf1246866d886ede8d2c5ab,0xc7bdd1f2b16447dcf3de045c4a039a60ec2f0ba3,VAT.ilks.line,ETH-B,158642762.3,154271590.7,DssAutoLine
13764854,2021-12-08 12:41:15,0x5f3adf3b68b60664382a180abb958870879555018de357b25f733254079716de,0xc7bdd1f2b16447dcf3de045c4a039a60ec2f0ba3,VAT.ilks.line,ETH-B,154271590.7,158507167.4,DssAutoLine
13766424,2021-12-08 18:41:17,0xbdf7a57d2f933e2159a4d096e0c57d85d74ed2bc6ddd2dc14c32a63654da769a,0xc7bdd1f2b16447dcf3de045c4a039a60ec2f0ba3,VAT.ilks.line,ETH-B,158507167.4,167347485.3,DssAutoLine
13771441,2021-12-09 14:00:24,0xde0b7e382a920dcc072ba97b1b9493abd1c34741fe67b4a8afa359effdccb079,0x3a686cd0c748e95524ed6532a64ce5fe4a301ca7,JUG.ilks.duty,ETH-B,0.06,0.065,DssSpell
13771441,2021-12-09 14:00:24,0xde0b7e382a920dcc072ba97b1b9493abd1c34741fe67b4a8afa359effdccb079,0x3a686cd0c748e95524ed6532a64ce5fe4a301ca7,VAT.ilks.dust,ETH-B,30000,40000,DssSpell
13780549,2021-12-11 0:11:51,0x2f6592e9fac4488c8773dd4e4d3dd5775e11ec31f34c3549a602b1a88fc4c4fc,0xc7bdd1f2b16447dcf3de045c4a039a60ec2f0ba3,VAT.ilks.line,ETH-B,167347485.3,159515530.6,DssAutoLine
13797830,2021-12-13 16:08:29,0xcca828e644cedefda40e11f5c5ffb6b86d94ed41d414921cb7abf9d373e65ca4,0xc7bdd1f2b16447dcf3de045c4a039a60ec2f0ba3,VAT.ilks.line,ETH-B,159515530.6,155332497.6,DssAutoLine
13798958,2021-12-13 20:07:10,0xc123b51666b5c5d7041faead06b5a1323619493c2b153d5beac68787305658ff,0xc7bdd1f2b16447dcf3de045c4a039a60ec2f0ba3,VAT.ilks.line,ETH-B,155332497.6,151034895.7,DssAutoLine
13811797,2021-12-15 20:06:25,0xfd21caf472d6e8621de7b9f01b1f0251de9859a64282ad73e9bed5260f8ca44c,0xc7bdd1f2b16447dcf3de045c4a039a60ec2f0ba3,VAT.ilks.line,ETH-B,151034895.7,146475909.3,DssAutoLine
13813045,2021-12-16 0:42:57,0x2b6132877c2a469220059e2101cd61a346b1e9bd85fde7e59ad9dfc8eaa29820,0xc7bdd1f2b16447dcf3de045c4a039a60ec2f0ba3,VAT.ilks.line,ETH-B,146475909.3,148985913.2,DssAutoLine
13814921,2021-12-16 7:46:17,0x68fd557d840319d58403afe946bc8752331be2e75ad13fe841f96130efc2c9c1,0xc7bdd1f2b16447dcf3de045c4a039a60ec2f0ba3,VAT.ilks.line,ETH-B,148985913.2,151846091.2,DssAutoLine
13821470,2021-12-17 8:00:36,0x0e1d13078ddde1307404e7f8ba7f92540767e8943c17d58b84d1498bcc181980,0xc7bdd1f2b16447dcf3de045c4a039a60ec2f0ba3,VAT.ilks.line,ETH-B,151846091.2,154619233.1,DssAutoLine
13878542,2021-12-26 4:08:50,0x3236fa3b06fa0e5069d3b6a82d8674106f0b6f77dd484982ef72aed4ec2ff4da,0xc7bdd1f2b16447dcf3de045c4a039a60ec2f0ba3,VAT.ilks.line,ETH-B,154619233.1,156792456.5,DssAutoLine
13882318,2021-12-26 18:06:58,0x070d84b56aad4a4ecc40d88c6e0e2541e23b05b6a26f1d35808ee4f97bdf959d,0xc7bdd1f2b16447dcf3de045c4a039a60ec2f0ba3,VAT.ilks.line,ETH-B,156792456.5,152458144.7,DssAutoLine
13890479,2021-12-28 0:20:47,0x229cfaf4004f73b910151d5239c36631d9a7e87da2b599228e2d9c3b4db6a337,0xc7bdd1f2b16447dcf3de045c4a039a60ec2f0ba3,VAT.ilks.line,ETH-B,152458144.7,154609189.7,DssAutoLine
13895149,2021-12-28 17:43:06,0x99b7e65b4a6c7064e863c1fa7dbb727947ca2ec98cf14ade371c62bdc5adbf65,0xc7bdd1f2b16447dcf3de045c4a039a60ec2f0ba3,VAT.ilks.line,ETH-B,154609189.7,149785423.1,DssAutoLine
13912118,2021-12-31 8:36:30,0xe64df89e25edde1e247c33932261c1d3178c850ddbb22f0409a17880328c6597,0xc7bdd1f2b16447dcf3de045c4a039a60ec2f0ba3,VAT.ilks.line,ETH-B,149785423.1,145266065.5,DssAutoLine
13917710,2022-01-01 5:45:33,0xeef08906aaa66ee76bcdb08153bc3730ea0326d422d45147f7ef828243e2ee3c,0xc7bdd1f2b16447dcf3de045c4a039a60ec2f0ba3,VAT.ilks.line,ETH-B,145266065.5,140353145.7,DssAutoLine
13918286,2022-01-01 7:54:03,0xf68aa221f7126821511cd79416ca4ab22fb750c4e172906866bccba3300ffcac,0xc7bdd1f2b16447dcf3de045c4a039a60ec2f0ba3,VAT.ilks.line,ETH-B,140353145.7,135344887.2,DssAutoLine
13918957,2022-01-01 10:16:20,0xb4145bcba1fa9c408034bacd019f4e87c6d84511dfdeb2e994a17297ad0d6eb8,0xc7bdd1f2b16447dcf3de045c4a039a60ec2f0ba3,VAT.ilks.line,ETH-B,135344887.2,130136286.5,DssAutoLine
13919013,2022-01-01 10:29:01,0xc7e7b55cd8d236984f037ede4d32c1f5ccfb9a277986a1b03b9ecd647eb62f39,0xc7bdd1f2b16447dcf3de045c4a039a60ec2f0ba3,VAT.ilks.line,ETH-B,130136286.5,125986821.5,DssAutoLine
13926786,2022-01-02 15:17:34,0x9a520d83eb7f65eb0527d5f6e114448a430be96f69f76aa5c130d3776bcfd902,0xc7bdd1f2b16447dcf3de045c4a039a60ec2f0ba3,VAT.ilks.line,ETH-B,125986821.5,128938145.6,DssAutoLine
13947716,2022-01-05 20:59:22,0x660262640f56c374d3f9188bfa9bc782228bad8a20c0682691c9b907a28f8881,0xc7bdd1f2b16447dcf3de045c4a039a60ec2f0ba3,VAT.ilks.line,ETH-B,128938145.6,132337632.3,DssAutoLine
13950667,2022-01-06 7:58:34,0xf839e1a83b03e86d78bf8db3b6dce26d253ab979d54075cfa4171062090381a7,0xc7bdd1f2b16447dcf3de045c4a039a60ec2f0ba3,VAT.ilks.line,ETH-B,132337632.3,128303599.9,DssAutoLine
13951335,2022-01-06 10:35:48,0x508e091d9eaae9785c2ea1b39270c3de98ec0a87959ffbd5668764006373aa14,0xc7bdd1f2b16447dcf3de045c4a039a60ec2f0ba3,VAT.ilks.line,ETH-B,128303599.9,124278351.6,DssAutoLine
13956168,2022-01-07 4:31:06,0x07c3f98999d43fa10a77e760fa35cea98d8ea686c5defb07719d6a59011b3926,0xc7bdd1f2b16447dcf3de045c4a039a60ec2f0ba3,VAT.ilks.line,ETH-B,124278351.6,119834416.6,DssAutoLine
13956901,2022-01-07 7:13:31,0x524491aa4aaa20cbda5eb4578ed7ed525b949cd8195e0f568e4118dfaa34f22b,0xc7bdd1f2b16447dcf3de045c4a039a60ec2f0ba3,VAT.ilks.line,ETH-B,119834416.6,115772824.5,DssAutoLine
13966237,2022-01-08 17:52:30,0x51633564ffddd6cb8bc08f75928b07778485921f35f80aa72757ec247bcd6a38,0xc7bdd1f2b16447dcf3de045c4a039a60ec2f0ba3,VAT.ilks.line,ETH-B,115772824.5,111677527.9,DssAutoLine
13966793,2022-01-08 19:56:06,0xcb649d7bb05bd2341446590ee3b68402fbedb6598bbf1084fc32cb046ca840e5,0xc7bdd1f2b16447dcf3de045c4a039a60ec2f0ba3,VAT.ilks.line,ETH-B,111677527.9,107584463.1,DssAutoLine
14016877,2022-01-16 13:44:56,0x67e3c11c0cff4e398907c19841a961504b3378568a0aea58361782ad95b53e63,0xc7bdd1f2b16447dcf3de045c4a039a60ec2f0ba3,VAT.ilks.line,ETH-B,107584463.1,109704534.6,DssAutoLine
14034522,2022-01-19 7:06:08,0x2b5b21b76ce67841c4365e6ede838f868c6f0a5f48ac1f0967e5723b05bad917,0xc7bdd1f2b16447dcf3de045c4a039a60ec2f0ba3,VAT.ilks.line,ETH-B,109704534.6,103571277.9,DssAutoLine
14034565,2022-01-19 7:16:31,0x65290a294b6e621e87d90bbe222ab01d0993d6148b56836f92aed5ba8c4a0110,0xc7bdd1f2b16447dcf3de045c4a039a60ec2f0ba3,VAT.ilks.line,ETH-B,103571277.9,97974586.28,DssAutoLine
14034600,2022-01-19 7:24:08,0xfaf14dffb5304433493ca8921bddd1f45fc41a8d981005bcd2a19f434c337b57,0xc7bdd1f2b16447dcf3de045c4a039a60ec2f0ba3,VAT.ilks.line,ETH-B,97974586.28,103572176.8,DssAutoLine
14043086,2022-01-20 14:54:10,0xa4497a1eada0883ff85469b84f624bda39f0a79321a1da2e8ebdd22f2057b12b,0xc7bdd1f2b16447dcf3de045c4a039a60ec2f0ba3,VAT.ilks.line,ETH-B,103572176.8,97189979.15,DssAutoLine
14046091,2022-01-21 1:51:49,0xbdb1f4445c1596114e3590bd355a99d9dbc616a4cb6ca47a020e0f5441c6a5de,0xc7bdd1f2b16447dcf3de045c4a039a60ec2f0ba3,VAT.ilks.line,ETH-B,97189979.15,93035525.35,DssAutoLine
14046926,2022-01-21 4:55:00,0x3dd0d2d2215236db41dc91ae5229974ab10af63ce600f8786511dfc83f055b5a,0xc7bdd1f2b16447dcf3de045c4a039a60ec2f0ba3,VAT.ilks.line,ETH-B,93035525.35,88333057.23,DssAutoLine
14051336,2022-01-21 21:33:08,0x38af0f2a87588092af4eb4f095531cf6dd336d20f43962222e94657da3577020,0x3caca7b48d0573d793d3b0279b5f0029180e83b6,VAT.ilks.line,ETH-B,88333057.23,83325926.39,DssAutoLine
14051365,2022-01-21 21:39:38,0x1e541aaa0901927fc0a1e2ee1b84916603b66787e9872dd23b6cac89cf66e033,0xc7bdd1f2b16447dcf3de045c4a039a60ec2f0ba3,VAT.ilks.line,ETH-B,83325926.39,78400880.9,DssAutoLine
14051509,2022-01-21 22:09:41,0x8ddc14509209213ce912f59bfd31d0afccef04248a4110e53e3413f4525cb9cc,0xc7bdd1f2b16447dcf3de045c4a039a60ec2f0ba3,VAT.ilks.line,ETH-B,78400880.9,73122107.11,DssAutoLine
14051749,2022-01-21 23:05:06,0x73c12bb33dff92b69f57663b63c3692ce0abf3bc48ad4a78e35f3b5355f398ca,0xc7bdd1f2b16447dcf3de045c4a039a60ec2f0ba3,VAT.ilks.line,ETH-B,73122107.11,65860452.83,DssAutoLine
14051992,2022-01-22 0:01:18,0xf06beadd46ee79f06c060608bf43242d8fc4a696ebd56f720b49549d4bae61f7,0xc7bdd1f2b16447dcf3de045c4a039a60ec2f0ba3,VAT.ilks.line,ETH-B,65860452.83,61671021.77,DssAutoLine
14084979,2022-01-27 2:22:46,0x15a633841fcabac6db729b5d78a07550e06e61d04f3a10042bf3db4d7797d9ed,0xc7bdd1f2b16447dcf3de045c4a039a60ec2f0ba3,VAT.ilks.line,ETH-B,61671021.77,65055919.73,DssAutoLine
14086600,2022-01-27 8:24:22,0x635ad637ccc6c38f94c1de2087b5a6cd4ea1e989b728e56175170dd8c8f00c1c,0xc7bdd1f2b16447dcf3de045c4a039a60ec2f0ba3,VAT.ilks.line,ETH-B,65055919.73,67166732.29,DssAutoLine
14091783,2022-01-28 3:29:55,0x9dba11e3d0d928ce983d7f4d27bfb54520ac8eed95f76627c89859634d3baaee,0xc7bdd1f2b16447dcf3de045c4a039a60ec2f0ba3,VAT.ilks.line,ETH-B,67166732.29,70099120.38,DssAutoLine
14146405,2022-02-05 13:59:14,0xfb5dc18a847885f220ae72b4d5619456162f59567413555e63f2b4e62561eb00,0xc7bdd1f2b16447dcf3de045c4a039a60ec2f0ba3,VAT.ilks.line,ETH-B,70099120.38,72354002.23,DssAutoLine
14159672,2022-02-07 15:10:55,0x384a1d22b353fec922a0f1235728ae55780a1be912e00b9c9f9c48fd648bca4e,0xc45c1419da490880b4cf4e840e14d62827969b3f,JUG.ilks.duty,ETH-B,0.065,0.04,DssSpell
14159702,2022-02-07 15:18:58,0x32a2630e2d8a670df7a5734ea6c9bd51d367e7dbe71aa73f20abe10b7efb1cac,0xc7bdd1f2b16447dcf3de045c4a039a60ec2f0ba3,VAT.ilks.line,ETH-B,72354002.23,75056043.78,DssAutoLine
14165543,2022-02-08 12:53:32,0xbf1791ea1dcb04bd0fa40eb27fdcec317954a8342b7cef4c45ea1c152a709642,0xc7bdd1f2b16447dcf3de045c4a039a60ec2f0ba3,VAT.ilks.line,ETH-B,75056043.78,77108014.19,DssAutoLine
14181565,2022-02-11 0:31:52,0xebb40a968c25c218d4206b3178ab7eeda0ecd4ba2a18edacfb598bf8d2e3e45f,0xc7bdd1f2b16447dcf3de045c4a039a60ec2f0ba3,VAT.ilks.line,ETH-B,77108014.19,72988347.36,DssAutoLine
14186917,2022-02-11 20:25:53,0x16a83760afbd57d73ae4424f8fd5b6fa4860360b13c32bd574bf78ac58b2cc50,0xc7bdd1f2b16447dcf3de045c4a039a60ec2f0ba3,VAT.ilks.line,ETH-B,72988347.36,68886963.29,DssAutoLine
14206117,2022-02-14 19:22:22,0x5f64dd2b45f2462af06601ae22b9a80f7b55ea7cd62c4ddf04c859963c1dedcb,0xc7bdd1f2b16447dcf3de045c4a039a60ec2f0ba3,VAT.ilks.line,ETH-B,68886963.29,70919311.71,DssAutoLine
14210295,2022-02-15 10:57:43,0x5700328a7ecd721bbbec67612921b71f5c9535b7d1d1a190ddf45e2885baf932,0xc7bdd1f2b16447dcf3de045c4a039a60ec2f0ba3,VAT.ilks.line,ETH-B,70919311.71,72950599.76,DssAutoLine
14211925,2022-02-15 16:59:01,0xe5e0d88b69e70ad7e1cf56da4a696405c679ea0a8e6a3ea5525ef5bd17f3d35a,0xc7bdd1f2b16447dcf3de045c4a039a60ec2f0ba3,VAT.ilks.line,ETH-B,72950599.76,74988925.89,DssAutoLine
14231077,2022-02-18 16:09:47,0xc72843d9134d06ad3168b8dbdd3749a688acf0ba275c82b7342de5a28dc5bc7d,0xc7bdd1f2b16447dcf3de045c4a039a60ec2f0ba3,VAT.ilks.line,ETH-B,74988925.89,69195578.42,DssAutoLine
14231126,2022-02-18 16:20:46,0x5476bcd3653da93401516dede9f15f11c92dd97412bb32a29d4f7471b1c20f66,0xc7bdd1f2b16447dcf3de045c4a039a60ec2f0ba3,VAT.ilks.line,ETH-B,69195578.42,73810466.27,DssAutoLine
14234173,2022-02-19 3:41:03,0xda6e2a0353a8dc7b4b17daf02adf5284f1f4fd369be8861a803f809e6a0806ee,0xc7bdd1f2b16447dcf3de045c4a039a60ec2f0ba3,VAT.ilks.line,ETH-B,73810466.27,68682619.04,DssAutoLine
14261466,2022-02-23 9:14:08,0xef8f767b3c28b60d386723a60e886a33784ce1e4d316b7317241cc3de3638a2d,0xc7bdd1f2b16447dcf3de045c4a039a60ec2f0ba3,VAT.ilks.line,ETH-B,68682619.04,72375389.54,DssAutoLine
14269968,2022-02-24 16:51:04,0x27439c0d6160083e4d6690ab65068e497e8f5b08cacb02e0d4c6bc70976da177,0xc7bdd1f2b16447dcf3de045c4a039a60ec2f0ba3,VAT.ilks.line,ETH-B,72375389.54,68300187.61,DssAutoLine
14301328,2022-03-01 13:12:47,0x0d76fa519efa7188f3d7905d6f175203378d0320946a5fd78fb080b1709065b1,0xc7bdd1f2b16447dcf3de045c4a039a60ec2f0ba3,VAT.ilks.line,ETH-B,68300187.61,70348349.98,DssAutoLine
14318606,2022-03-04 5:42:10,0x3e27a9c0382cd0a8b52b4d6f95446d64ddbc1ec55975dd9c0bf1c8d9f7f3f432,0xc7bdd1f2b16447dcf3de045c4a039a60ec2f0ba3,VAT.ilks.line,ETH-B,70348349.98,66058698.34,DssAutoLine
14321077,2022-03-04 14:43:03,0xccb536c8ea20b1d1a4764d507c4307a5a5398e1241eb93cf7676a7f1656b348d,0xc7bdd1f2b16447dcf3de045c4a039a60ec2f0ba3,VAT.ilks.line,ETH-B,66058698.34,61686082.8,DssAutoLine
14368675,2022-03-12 0:23:18,0x41163b2b60bcff2ad76544970792792e968ddcc90c09e017645abeecea942366,0xc7bdd1f2b16447dcf3de045c4a039a60ec2f0ba3,VAT.ilks.line,ETH-B,61686082.8,63769747.47,DssAutoLine
14403938,2022-03-17 12:09:59,0xd9451ffbcf094678178957cd9e54da203358a89c4b7174f755d0625056ff2b3b,0x28937b751050fcfd47fd49165c6e1268c296ba19,VAT.ilks.line,ETH-B,63769747.47,65964818.04,DssAutoLine
14405536,2022-03-17 18:13:22,0xbeb63fcc834754ebf569c12feeb8e8dd55f84c9b6f2f9cfb1e1701b0f9e289d3,0x28937b751050fcfd47fd49165c6e1268c296ba19,VAT.ilks.line,ETH-B,65964818.04,68037615.25,DssAutoLine
14436159,2022-03-22 12:37:31,0x7bb03a97bffbb894479389763aaa4b0ac775a58d71ed83b9e7834648b73ceebf,0x28937b751050fcfd47fd49165c6e1268c296ba19,VAT.ilks.line,ETH-B,68037615.25,72287764.02,DssAutoLine
14449073,2022-03-24 12:53:06,0xe5576b9ca586ff7065809c4f88945f59349c61232799a6679ef0cd4e67344a69,0x8f235dd319ef8637964271a9477234f62b02cb59,VAT.ilks.line,ETH-B,72287764.02,74532342.71,DssAutoLine
14465411,2022-03-27 1:52:49,0xdc62ac02471081e8480a787a8792201227a112d58aceaae977e39f0a44ebe609,0x28937b751050fcfd47fd49165c6e1268c296ba19,VAT.ilks.line,ETH-B,74532342.71,76605023.87,DssAutoLine
14472131,2022-03-28 2:55:16,0x5c7f1be89d44536558d10c5769254cf13cda58f1aaa215b693650f72e9cac98a,0x8f235dd319ef8637964271a9477234f62b02cb59,VAT.ilks.line,ETH-B,76605023.87,78614393.33,DssAutoLine
14480771,2022-03-29 11:18:16,0x0a44d56297bef99d6417999db5cc64601f02b7fc9abd4646097d07f6e78b7554,0x28937b751050fcfd47fd49165c6e1268c296ba19,VAT.ilks.line,ETH-B,78614393.33,80778045.68,DssAutoLine
